,LEMMA_PARENT,LEMMA_GRAND_PARENT,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3
1053,Ayrton_Senna,tricampeão,eternamente,de,
1054,favorito,Ayrton_Senna,10,,
1055,de,favorito,entre,,
1056,10,de,japonês,,
1057,japonês,entre,,,
1058,entre,10,10,,
1059,querer,,,,
1060,tentativa,deixar,,,
1061,tentativa,deixar,,,
1062,tentativa,deixar,,,
1063,deixar,,mesmo,o,simples
1064,tentativa,deixar,documentar,,
1065,documentar,de,,,
1066,de,tentativa,se,ponto,
1067,ponto,documentar,,,
1068,documentar,de,esse,,
1069,,,tentativa,pessoa,e
1070,pessoa,deixar,,,
1071,deixar,,um,expor,
1072,pessoa,deixar,a,,
1073,expor,pessoa,acusação,,
1074,a,expor,de,,
1075,acusação,a,condescendência,,
1076,de,acusação,,,
1077,deixar,,,,
1078,conseguir,deixar,,,
1079,conseguir,deixar,,,
1080,conseguir,deixar,,,
1081,branco,conseguir,,,
1082,conseguir,deixar,o,de_fato,
1083,branco,conseguir,,,
1084,deixar,,",",assim,","
1085,conseguir,deixar,julgamento,,
1086,julgamento,cooptar,,,
1087,cooptar,conseguir,o,de,
1088,julgamento,cooptar,valor,,
1089,de,julgamento,,,
1090,deixar,,,,
1091,dizer,,,,
1092,,,Montoro,deixar,.
1093,deixar,dizer,,,
1094,pagar,deixar,US$,,
1095,US$,sobre,,,
1096,sobre,pagar,esse,bilhão,
1097,bilhão,US$,,,
1098,US$,sobre,15,,
1099,governo,deixar,,,
1100,deixar,dizer,o,,
1101,dizer,,que,governo,de
1102,deixar,dizer,,,
1103,deixar,dizer,sobre,US$,
1104,pagar,deixar,bilhão,$/,de
1105,bilhão,US$,,,
1106,US$,pagar,"1,5",,
1107,US$,pagar,ano,,
1108,$/,US$,,,
1109,US$,pagar,juro,,
1110,de,US$,anual,,
1111,juro,de,,,
1112,US$,pagar,,,
1113,US$,pagar,,,
1114,US$,pagar,bilhão,$/,em
1115,bilhão,US$,,,
1116,US$,US$,"1,5",,
1117,US$,US$,ano,,
1118,$/,US$,,,
1119,US$,US$,amortização,,
1120,em,US$,de,,
1121,amortização,em,dívida,,
1122,de,amortização,,,
1123,US$,pagar,,,
1124,US$,US$,,,
1125,US$,pagar,muito,bilhão,$/
1126,bilhão,US$,,,
1127,US$,US$,2,,
1128,US$,US$,ano,,
1129,$/,US$,,,
1130,US$,US$,aporte,,
1131,em,US$,de,,
1132,aporte,em,capital,,
1133,de,aporte,a,,
1134,capital,de,empresa,,
1135,empresa,a,,,
1136,a,capital,o,,
1137,dizer,,,,
1138,produzir,,,,
1139,,,Argentina,petróleo,
1140,petróleo,produzir,,,
1141,produzir,,muito,,
1142,produção,aumentar,,,
1143,aumentar,,o,de,em
1144,produção,aumentar,petróleo,,
1145,de,produção,,,
1146,produção,aumentar,Argentina,,
1147,Argentina,em,,,
1148,em,produção,o,,
1149,,,produção,%,entre
1150,%,aumentar,,,
1151,aumentar,,30,,
1152,aumentar,,1991,,
1153,entre,aumentar,e,1993,
1154,1991,entre,,,
1155,1991,entre,,,
1156,aumentar,,,,
1157,salto,ser,,,
1158,ser,,o,em,
1159,salto,ser,produção,,
1160,produção,em,,,
1161,em,salto,o,,
1162,,,salto,atribuir,.
1163,ser,,a,,
1164,atribuir,ser,sucesso,,
1165,sucesso,a,,,
1166,a,atribuir,o,de,
1167,sucesso,a,privatização,,
1168,privatização,de,,,
1169,de,sucesso,o,de,
1170,privatização,de,indústria,,
1171,indústria,de,,,
1172,de,privatização,o,petrolífero,
1173,indústria,de,,,
1174,ser,,,,
1175,pular,,1991,,
1176,de,pular,a,,
1177,1991,de,1993,,
1178,a,1991,,,
1179,pular,,,,
1180,produção,pular,,,
1181,pular,,o,de,
1182,produção,pular,petróleo,,
1183,de,produção,local,,
1184,petróleo,de,,,
1185,,,de,",",produção
1186,pular,,milhão,para,
1187,milhão,de,,,
1188,de,pular,20,,
1189,de,pular,milhão,,
1190,milhão,para,,,
1191,para,de,"34,60",de,
1192,milhão,para,metro,,
1193,de,milhão,cúbico,,
1194,metro,de,,,
1195,pular,,,,
1196,dica,,,,
1197,,,último,:,esperar
1198,dica,,,,
1199,esperar,dica,,,
1200,dica,,não,subir,
1201,esperar,dica,a,para,
1202,subir,esperar,cesto,,
1203,cesto,a,,,
1204,a,subir,o,de,
1205,cesto,a,balão,,
1206,balão,de,,,
1207,de,cesto,o,,
1208,subir,esperar,iniciar,,
1209,para,subir,foto,,
1210,foto,iniciar,,,
1211,iniciar,para,seu,,
1212,dica,,,,
1213,comparar,,,,
1214,,,PT,gestão,com
1215,comparar,,Erundina,,
1216,gestão,comparar,,,
1217,comparar,,o,,
1218,com,comparar,de,,
1219,o,com,Maluf,,
1220,de,o,,,
1221,prefeita,participar,,,
1222,prefeita,participar,,,
1223,participar,,o,ex-,Luiza_Erundina
1224,prefeita,participar,,,
1225,,,prefeita,hoje,de
1226,participar,,,,
1227,participar,,divulgação,,
1228,divulgação,de,,,
1229,de,participar,o,de,
1230,divulgação,de,balanço,,
1231,balanço,de,,,
1232,de,divulgação,um,comparativo,entre
1233,balanço,de,,,
1234,balanço,de,administração,,
1235,administração,entre,,,
1236,entre,balanço,seu,89,a
1237,administração,entre,,,
1238,administração,entre,92,,
1239,a,administração,,,
1240,administração,entre,,,
1241,ano,administração,,,
1242,ano,administração,,,
1243,administração,entre,o,primeiro,de
1244,ano,administração,gestão,,
1245,gestão,de,,,
1246,de,ano,o,Paulo_Maluf,a
1247,gestão,de,,,
1248,gestão,de,frente,,
1249,frente,a,,,
1250,a,gestão,o,de,
1251,frente,a,prefeitura,,
1252,prefeitura,de,,,
1253,de,frente,o,de,
1254,prefeitura,de,São_Paulo,,
1255,de,prefeitura,,,
1256,participar,,,,
1257,balanço,apontar,,,
1258,apontar,,o,,
1259,,,balanço,para,.
1260,apontar,,queda,,
1261,queda,para,,,
1262,para,apontar,um,em,
1263,queda,para,investimento,,
1264,investimento,em,,,
1265,em,queda,o,em,e
1266,investimento,em,área,,
1267,área,em,,,
1268,em,investimento,o,de,
1269,área,em,saúde,,
1270,de,área,",",educação,e
1271,saúde,de,,,
1272,saúde,de,,,
1273,saúde,de,,,
1274,saúde,de,,,
1275,investimento,em,,,
1276,investimento,em,em,,
1277,redução,investimento,salário,,
1278,salário,em,,,
1279,em,redução,o,de,
1280,salário,em,prefeitura,,
1281,prefeitura,de,,,
1282,de,salário,o,,
1283,apontar,,,,
1284,pesquisa,revelar,,,
1285,revelar,,um,de,
1286,pesquisa,revelar,Associação_Nacional_de_Agências_de_Viagens,,
1287,Associação_Nacional_de_Agências_de_Viagens,de,,,
1288,de,pesquisa,o,(,Abav
1289,Associação_Nacional_de_Agências_de_Viagens,de,,,
1290,Associação_Nacional_de_Agências_de_Viagens,de,,,
1291,Associação_Nacional_de_Agências_de_Viagens,de,,,
1292,,,pesquisa,ser,.
1293,ser,revelar,,,
1294,setor,ser,,,
1295,ser,revelar,o,,
1296,revelar,,que,setor,incrementar
1297,ser,revelar,%,em,desde
1298,%,incrementar,,,
1299,incrementar,ser,29,,
1300,incrementar,ser,média,,
1301,em,incrementar,,,
1302,incrementar,ser,implantação,,
1303,implantação,desde,,,
1304,desde,incrementar,o,de,
1305,implantação,desde,Plano_Real,,
1306,Plano_Real,de,,,
1307,de,implantação,o,,
1308,revelar,,,,
1309,agência,movimentar,,,
1310,movimentar,,o,,
1311,,,agência,US$,em
1312,US$,movimentar,,,
1313,movimentar,,cerca_de,bilhão,
1314,bilhão,US$,,,
1315,US$,movimentar,"2,5",,
1316,movimentar,,90,,
1317,em,movimentar,,,
1318,movimentar,,,,
1319,apreciar,ser,Eindhoven,,
1320,Eindhoven,em,,,
1321,Eindhoven,em,,,
1322,em,apreciar,o,sonolento,","
1323,Eindhoven,em,,,
1324,Eindhoven,em,de,,
1325,cidade,Eindhoven,Brabante,,
1326,Brabante,de,,,
1327,de,cidade,o,(,região
1328,Brabante,de,,,
1329,Brabante,de,de,,
1330,região,Brabante,sul,,
1331,sul,de,,,
1332,de,região,o,de,
1333,sul,de,Holanda,,
1334,Holanda,de,,,
1335,de,sul,o,,
1336,Brabante,de,,,
1337,Eindhoven,em,,,
1338,ser,,e,pontualidade,
1339,seriedade,ser,,,
1340,seriedade,ser,,,
1341,,,seriedade,apreciar,.
1342,ser,,em,,
1343,ser,,,,
1344,gostar,,,,
1345,,,«,de,.
1346,gostar,,gente,,
1347,de,gostar,calar,como,
1348,calar,gente,,,
1349,gente,de,que,boca,e
1350,boca,calar,,,
1351,calar,gente,o,,
1352,calar,gente,,,
1353,calar,gente,trabalho,",",
1354,trabalho,fazer,,,
1355,fazer,calar,seu,,
1356,fazer,calar,,,
1357,gente,de,Ronaldo,,
1358,como,gente,,,
1359,gostar,,,,
1360,tricolor,ir,,,
1361,ir,,o,,
1362,ir,,,,
1363,ir,,decepção,,
1364,decepção,após,,,
1365,após,ir,tanto,em,
1366,decepção,após,temporada,,
1367,temporada,em,,,
1368,em,decepção,o,,
1369,ir,,,,
1370,,,tricolor,",",após
1371,ir,,final,,
1372,final,a,,,
1373,a,ir,o,de,
1374,final,a,Conmebol,,
1375,Conmebol,de,,,
1376,de,final,o,",",caça-níqueis
1377,Conmebol,de,,,
1378,Conmebol,de,inexpressivo,,
1379,inexpressivo,caça-níqueis,,,
1380,caça-níqueis,Conmebol,tão,inscrever,
1381,inscrever,inexpressivo,,,
1382,São_Paulo,inscrever,,,
1383,São_Paulo,inscrever,,,
1384,inscrever,inexpressivo,o,próprio,
1385,inexpressivo,caça-níqueis,que,São_Paulo,jogador
1386,jogador,inscrever,,,
1387,inscrever,inexpressivo,apenas,jovem,","
1388,jogador,inscrever,,,
1389,jogador,inscrever,,,
1390,denominar,jogador,,,
1391,denominar,jogador,,,
1392,jogador,inscrever,que,se,Leão
1393,denominar,jogador,,,
1394,denominar,jogador,,,
1395,denominar,jogador,Expressinho,,
1396,Expressinho,ao_invés_de,,,
1397,Expressinho,ao_invés_de,,,
1398,ao_invés_de,denominar,o,tradicional,
1399,ir,,,,
1400,conseguir,,ou,exatamente,
1401,apesar_disso,conseguir,,,
1402,apesar_disso,conseguir,por_causa_de,,
1403,exatamente,apesar_disso,isso,,
1404,por_causa_de,exatamente,,,
1405,conseguir,,,,
1406,,,apesar_disso,",",classificação
1407,classificação,conseguir,,,
1408,conseguir,,o,,
1409,conseguir,,Corinthians,,
1410,Corinthians,diante_de,,,
1411,diante_de,conseguir,o,",",ficar
1412,Corinthians,diante_de,,,
1413,ficar,Corinthians,,,
1414,Corinthians,diante_de,que,em,
1415,ficar,Corinthians,meio,,
1416,meio,em,,,
1417,em,ficar,o,de,
1418,meio,em,caminho,,
1419,caminho,de,,,
1420,de,meio,o,:,escalar
1421,caminho,de,,,
1422,escalar,caminho,,,
1423,caminho,de,nem,força,","
1424,força,escalar,,,
1425,escalar,caminho,seu,grande,
1426,força,escalar,,,
1427,escalar,caminho,,,
1428,escalar,caminho,,,
1429,escalar,caminho,por,,
1430,optar,escalar,time,,
1431,time,por,,,
1432,por,optar,um,de,com
1433,time,por,júnior,,
1434,de,time,,,
1435,time,por,reserva,,
1436,reserva,com,,,
1437,com,time,algum,de,
1438,reserva,com,reforço,,
1439,de,reserva,,,
1440,conseguir,,,,
1441,mudar,,vez,,
1442,vez,por,,,
1443,vez,por,,,
1444,por,mudar,o,segundo,começar
1445,quando,coordenar,,,
1446,coordenar,começar,desde,,
1447,vez,por,a,coordenar,
1448,começar,vez,,,
1449,começar,vez,quando,ação,em
1450,ação,coordenar,,,
1451,coordenar,começar,o,,
1452,coordenar,começar,Rio,,
1453,Rio,em,,,
1454,em,coordenar,o,,
1455,mudar,,,,
1456,mudar,,semana,,
1457,semana,há,,,
1458,há,mudar,dois,,
1459,mudar,,,,
1460,exército,mudar,,,
1461,mudar,,o,,
1462,,,por,",",há
1463,nome,mudar,,,
1464,mudar,,o,de,
1465,nome,mudar,operação,,
1466,operação,de,,,
1467,de,nome,o,,
1468,mudar,,,,
1469,conseguir,,,,
1470,conseguir,,,,
1471,tricolor,conseguir,,,
1472,conseguir,,o,,
1473,,,assim,",",tricolor
1474,conseguir,,conjunto,,
1475,conjunto,impor,,,
1476,conjunto,impor,,,
1477,impor,conseguir,seu,bom,
1478,conseguir,,,,
1479,,,confrontar,:,.
1480,ir,,titular,privilegiar,
1481,titular,confrontar,,,
1482,confrontar,ir,o,perder,
1483,perder,titular,,,
1484,perder,titular,,,
1485,titular,confrontar,que,tudo,com
1486,perder,titular,menino,,
1487,menino,com,,,
1488,com,perder,esse,ser,
1489,ser,menino,,,
1490,menino,com,que,esperança,em
1491,esperança,ser,,,
1492,esperança,ser,,,
1493,ser,menino,o,derradeiro,de
1494,esperança,ser,título,,
1495,título,de,,,
1496,de,esperança,um,,
1497,ser,menino,ano,,
1498,ano,em,,,
1499,em,ser,este,,
1500,ir,,,,
1501,privilegiar,confrontar,,,
1502,titular,privilegiar,,,
1503,privilegiar,confrontar,o,de,
1504,titular,privilegiar,Telê,,
1505,de,titular,,,
1506,confrontar,ir,enquanto,titular,meio-campo
1507,meio-campo,privilegiar,,,
1508,privilegiar,confrontar,o,,
1509,privilegiar,confrontar,,,
1510,privilegiar,confrontar,volante,,
1511,volante,com,",",quatro,","
1512,três,volante,,,
1513,três,volante,,,
1514,três,volante,,,
1515,cinco,três,,,
1516,três,volante,às_vezes,,
1517,com,privilegiar,três,congestionar,
1518,volante,com,setor,",",
1519,setor,congestionar,,,
1520,congestionar,volante,o,,
1521,congestionar,volante,,,
1522,conferir,privilegiar,,,
1523,conferir,privilegiar,,,
1524,conferir,privilegiar,prática,,
1525,prática,em,,,
1526,em,conferir,o,,
1527,conferir,privilegiar,,,
1528,conferir,privilegiar,,,
1529,privilegiar,confrontar,o_que,",",em
1530,poder,conferir,,,
1531,conferir,privilegiar,nem,ofensivo,a
1532,poder,conferir,,,
1533,poder,conferir,time,,
1534,time,a,,,
1535,a,poder,o,,
1536,poder,conferir,,,
1537,poder,conferir,,,
1538,poder,conferir,infalível,a,
1539,proteção,poder,,,
1540,proteção,poder,defesa,,
1541,defesa,a,,,
1542,a,proteção,o,,
1543,privilegiar,confrontar,,,
1544,garoto,privilegiar,,,
1545,privilegiar,confrontar,o,,
1546,privilegiar,confrontar,,,
1547,privilegiar,confrontar,Mona,,
1548,com,privilegiar,",",volante,
1549,Mona,com,,,
1550,volante,Mona,,,
1551,volante,Mona,,,
1552,Mona,com,o,único,típico
1553,volante,Mona,,,
1554,ir,,,,
1555,resto,ser,,,
1556,ser,,o,,
1557,,,resto,compor,.
1558,ser,,de,,
1559,compor,ser,meia-armador,,
1560,de,compor,e,atacante,
1561,meia-armador,de,,,
1562,meia-armador,de,,,
1563,ser,,,,
1564,dizer,,respeito,,
1565,em,dizer,a,,
1566,respeito,em,história,,
1567,história,a,,,
1568,a,respeito,o,,
1569,dizer,,,,
1570,,,em,",",se
1571,dizer,,,,
1572,decorrer,dizer,,,
1573,mal,decorrer,,,
1574,decorrer,dizer,o,fazer,
1575,fazer,mal,,,
1576,UDN,fazer,,,
1577,fazer,mal,o,,
1578,mal,decorrer,que,UDN,a
1579,fazer,mal,país,,
1580,país,a,,,
1581,a,fazer,o,,
1582,decorrer,dizer,,,
1583,dizer,,que,mal,não
1584,decorrer,dizer,moralismo,",",mas
1585,moralismo,de,,,
1586,de,decorrer,seu,,
1587,de,decorrer,,,
1588,de,decorrer,,,
1589,de,decorrer,amoralidade,,
1590,amoralidade,de,,,
1591,de,de,seu,,
1592,dizer,,,,
1593,mal,residir,,,
1594,residir,,o,,
1595,,,mal,",",enfim
1596,residir,,,,
1597,residir,,,,
1598,residir,,,,
1599,residir,,fato,,
1600,fato,em,,,
1601,em,residir,o,de,
1602,fato,em,traduzir,,
1603,traduzir,de,,,
1604,política,traduzir,,,
1605,traduzir,de,o,real,de
1606,política,traduzir,,,
1607,política,traduzir,UDN,,
1608,UDN,de,,,
1609,de,política,o,,
1610,traduzir,de,,,
1611,de,fato,que,política,se
1612,traduzir,de,o,,
1613,em,traduzir,conspirar,",",sem
1614,conspirar,o,,,
1615,o,em,que,entre,
1616,conspirar,o,parede,,
1617,parede,entre,,,
1618,entre,conspirar,quatro,,
1619,o,em,,,
1620,o,em,antena,e,sem
1621,antena,sem,,,
1622,sem,o,um,parabólico,pôr
1623,antena,sem,,,
1624,pôr,antena,,,
1625,pôr,antena,,,
1626,antena,sem,que,ele,termo
1627,pôr,antena,,,
1628,sem,o,,,
1629,sem,o,imprensa,,
1630,imprensa,sem,,,
1631,sem,sem,um,independente,revelar
1632,imprensa,sem,,,
1633,revelar,imprensa,,,
1634,imprensa,sem,que,",",livre
1635,revelar,imprensa,,,
1636,revelar,imprensa,de,,
1637,livre,revelar,paixão,,
1638,de,livre,partidário,,
1639,paixão,de,,,
1640,revelar,imprensa,,,
1641,vocação,revelar,,,
1642,revelar,imprensa,seu,para,
1643,vocação,revelar,renunciar,,
1644,para,vocação,a,a,
1645,renunciar,para,estado,,
1646,estado,a,,,
1647,a,renunciar,o,de,
1648,estado,a,direito,,
1649,de,estado,,,
1650,renunciar,para,toque,,
1651,toque,a,,,
1652,a,renunciar,o,de,
1653,toque,a,corneta,,
1654,corneta,de,,,
1655,corneta,de,,,
1656,de,toque,o,primeiro,
1657,residir,,,,
1658,imprensa,querer,,,
1659,querer,,o,independente,
1660,imprensa,querer,,,
1661,querer,,,,
1662,,,imprensa,não,cassar
1663,querer,,de,direito,
1664,cassar,querer,Itamar_Franco,,
1665,de,cassar,,,
1666,direito,cassar,,,
1667,cassar,querer,o,de,
1668,direito,cassar,fazer,,
1669,de,direito,sucessor,,
1670,sucessor,fazer,,,
1671,fazer,de,seu,,
1672,querer,,,,
1673,pedir,,,,
1674,pedir,,,,
1675,pedir,,,,
1676,,,também,não,ele
1677,cometer,pedir,,,
1678,pedir,,que,pecado,
1679,pecado,cometer,,,
1680,pecado,cometer,,,
1681,cometer,pedir,o,grande,de
1682,pecado,cometer,governante,,
1683,governante,de,,,
1684,de,pecado,um,,
1685,pecado,cometer,,,
1686,ser,pecado,,,
1687,pecado,cometer,que,governar,
1688,governar,ser,,,
1689,ser,pecado,não,e,servir
1690,governar,ser,,,
1691,servir,governar,,,
1692,governar,ser,não,a,
1693,servir,governar,público,,
1694,público,a,,,
1695,a,servir,o,,
1696,pedir,,,,
1697,negociar,ser,isso,,
1698,além_de,negociar,,,
1699,continuar,,,,
1700,co-produção,continuar,,,
1701,continuar,,o,com,para
1702,co-produção,continuar,canal,,
1703,canal,com,,,
1704,com,co-produção,o,francês,TCF1
1705,canal,com,,,
1706,canal,com,,,
1707,co-produção,continuar,realização,,
1708,realização,para,,,
1709,para,co-produção,o,de,
1710,realização,para,episódio,,
1711,episódio,de,,,
1712,episódio,de,,,
1713,de,realização,mais,30,
1714,,,",",co-produção,ser
1715,continuar,,negociar,,
1716,ser,continuar,além_de,,
1717,continuar,,,,
1718,referir,,,,
1719,referir,,,,
1720,oficial,referir,,,
1721,referir,,o,envolver,
1722,oficial,referir,,,
1723,referir,,,,
1724,,,agora,",",oficial
1725,referir,,,,
1726,referir,,comando,como,
1727,comando,a,,,
1728,a,referir,o,de,
1729,comando,a,ação,,
1730,ação,de,,,
1731,de,comando,o,,
1732,a,referir,Centro_de_Coordenação_de_Operações_de_Combate_ao_Crime_Organizado,,
1733,como,a,(,Ccocco,)
1734,Centro_de_Coordenação_de_Operações_de_Combate_ao_Crime_Organizado,como,,,
1735,Centro_de_Coordenação_de_Operações_de_Combate_ao_Crime_Organizado,como,,,
1736,Centro_de_Coordenação_de_Operações_de_Combate_ao_Crime_Organizado,como,,,
1737,referir,,,,
1738,socióloga,falar,,,
1739,falar,,o,e,cientista
1740,socióloga,falar,,,
1741,socióloga,falar,,,
1742,socióloga,falar,,,
1743,,,socióloga,sobre,em
1744,falar,,tema,,
1745,tema,sobre,,,
1746,sobre,falar,o,,
1747,falar,,conferência,,
1748,conferência,em,,,
1749,conferência,em,,,
1750,em,falar,o,último,de
1751,conferência,em,encontro,,
1752,encontro,de,,,
1753,de,conferência,o,de,
1754,encontro,de,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,,
1755,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,de,,,
1756,de,encontro,o,(,Anpocs
1757,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,de,,,
1758,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,de,,,
1759,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,de,,,
1760,falar,,,,
1761,haver,,noite,,
1762,noite,em,,,
1763,em,haver,o,de,
1764,noite,em,ontem,,
1765,de,noite,,,
1766,haver,,,,
1767,,,em,",",pessoa
1768,pessoa,haver,,,
1769,pessoa,haver,,,
1770,haver,,cerca_de,3.000,reter
1771,pessoa,haver,em,,
1772,reter,pessoa,aeroporto,,
1773,aeroporto,em,,,
1774,em,reter,o,de,
1775,aeroporto,em,Ezeiza,,
1776,de,aeroporto,",",principal,
1777,Ezeiza,de,,,
1778,principal,Ezeiza,,,
1779,Ezeiza,de,o,de,
1780,principal,Ezeiza,Buenos_Aires,,
1781,de,principal,,,
1782,haver,,,,
1783,vôo,ser,,,
1784,ser,,o,de,entre
1785,vôo,ser,tarde,,
1786,tarde,de,,,
1787,de,vôo,o,de,
1788,tarde,de,ontem,,
1789,de,tarde,,,
1790,vôo,ser,Buenos_Aires,,
1791,entre,vôo,e,São_Paulo,ou
1792,Buenos_Aires,entre,,,
1793,Buenos_Aires,entre,,,
1794,Buenos_Aires,entre,,,
1795,Buenos_Aires,entre,,,
1796,,,vôo,reter,.
1797,ser,,em,,
1798,reter,ser,Ezeiza,,
1799,em,reter,,,
1800,ser,,,,
1801,saber,,,,
1802,,,«,de,.
1803,saber,,isso,,
1804,de,saber,,,
1805,saber,,,,
1806,procurar,,,,
1807,,,«,saber,.
1808,procurar,,entregar,,
1809,entregar,saber,,,
1810,entregar,saber,,,
1811,entregar,saber,,,
1812,saber,procurar,se,você,se
1813,entregar,saber,,,
1814,entregar,saber,,,
1815,fugir,entregar,,,
1816,fugir,entregar,,,
1817,entregar,saber,se,você,de
1818,fugir,entregar,emoção,,
1819,emoção,de,,,
1820,de,fugir,seu,,
1821,procurar,,,,
1822,medir,poder,,,
1823,poder,,,,
1824,,,se,medir,.
1825,poder,,não,sentimento,medir
1826,sentimento,medir,,,
1827,medir,poder,um,,
1828,medir,medir,,,
1829,medir,medir,,,
1830,medir,poder,como,se,estrada
1831,estrada,medir,,,
1832,medir,medir,um,,
1833,poder,,,,
1834,tentar,enxergar,,,
1835,tentar,enxergar,,,
1836,enxergar,estar,se,você,medir
1837,tentar,enxergar,ele,,
1838,medir,tentar,,,
1839,estar,,,,
1840,,,",",enxergar,","
1841,estar,,tentar,reflexo,como
1842,reflexo,enxergar,,,
1843,reflexo,enxergar,,,
1844,enxergar,estar,apenas,seu,
1845,estar,,,,
1846,enxergar,estar,o,,
1847,como,enxergar,de,,
1848,o,como,lua,,
1849,lua,de,,,
1850,de,o,o,em,
1851,lua,de,lago,,
1852,lago,em,,,
1853,em,lua,um,,
1854,estar,,,,
1855,percorrer,estar,,,
1856,estar,,percorrer,,
1857,estar,estar,não,caminho,
1858,caminho,percorrer,,,
1859,percorrer,estar,seu,,
1860,estar,,,,
1861,estar,,,,
1862,escocês,atribuir,,,
1863,atribuir,,o,,
1864,,,escocês,desempenho,a
1865,desempenho,atribuir,,,
1866,desempenho,atribuir,,,
1867,atribuir,,o,seu,ruim
1868,desempenho,atribuir,,,
1869,atribuir,,fato,,
1870,fato,a,,,
1871,a,atribuir,o,de,
1872,fato,a,desconhecer,,
1873,de,fato,carro,sob,
1874,carro,desconhecer,,,
1875,desconhecer,de,o,,
1876,desconhecer,de,regra,,
1877,regra,sob,,,
1878,regra,sob,,,
1879,sob,desconhecer,o,novo,
1880,atribuir,,,,
1881,linha,ser,,,
1882,ser,,cinco,paralelo,","
1883,linha,ser,,,
1884,linha,ser,,,
1885,linha,ser,km,,
1886,400,km,,,
1887,km,de,mais_de,,
1888,de,linha,400,cada,
1889,km,de,,,
1890,linha,ser,,,
1891,,,linha,descobrir,.
1892,ser,,por,em,
1893,descobrir,ser,cientista,,
1894,por,descobrir,australiano,,
1895,cientista,por,,,
1896,descobrir,ser,sul,,
1897,sul,em,,,
1898,em,descobrir,o,de,
1899,sul,em,país,,
1900,país,de,,,
1901,de,sul,o,,
1902,ser,,,,
1903,conseguir,,,,
1904,conseguir,,século,,
1905,século,em,,,
1906,em,conseguir,este,,
1907,conseguir,,,,
1908,setor,conseguir,,,
1909,conseguir,,vasto,de,
1910,setor,conseguir,classe,,
1911,classe,de,,,
1912,de,setor,o,média,ocidental
1913,classe,de,,,
1914,classe,de,,,
1915,conseguir,,,,
1916,,,pela_primeira_vez,em,","
1917,conseguir,,proeza,,
1918,proeza,efetivar,,,
1919,efetivar,conseguir,o,social,--
