,FORM_PARENT,FORM_GRAND_PARENT,FORM_CHILD_1,FORM_CHILD_2,FORM_CHILD_3
1036,tour,para,solo,,
1037,em,tour,brasileiro,,
1038,solo,em,,,
1039,estão,,,,
1040,,,organizar,.,
1041,Querem,,pacotes,,
1042,organizar,Querem,para,,
1043,pacotes,organizar,visitas,,
1044,para,pacotes,a,,
1045,visitas,para,túmulo,,
1046,túmulo,a,,,
1047,a,visitas,o,de,
1048,túmulo,a,tricampeão,,
1049,tricampeão,de,,,
1050,de,túmulo,o,Ayrton_Senna,
1051,tricampeão,de,favorito,,
1052,favorito,Ayrton_Senna,,,
1053,Ayrton_Senna,tricampeão,eternamente,de,
1054,favorito,Ayrton_Senna,10,,
1055,de,favorito,entre,,
1056,10,de,japoneses,,
1057,japoneses,entre,,,
1058,entre,10,10,,
1059,Querem,,,,
1060,tentativa,deixa,,,
1061,tentativa,deixa,,,
1062,tentativa,deixa,,,
1063,deixa,,Mesmo,a,simples
1064,tentativa,deixa,documentar,,
1065,documentar,de,,,
1066,de,tentativa,se,ponto,
1067,ponto,documentar,,,
1068,documentar,de,esse,,
1069,,,tentativa,pessoa,e
1070,pessoa,deixa,,,
1071,deixa,,uma,exposta,
1072,pessoa,deixa,a,,
1073,exposta,pessoa,acusações,,
1074,a,exposta,de,,
1075,acusações,a,condescendência,,
1076,de,acusações,,,
1077,deixa,,,,
1078,conseguiram,deixa,,,
1079,conseguiram,deixa,,,
1080,conseguiram,deixa,,,
1081,brancos,conseguiram,,,
1082,conseguiram,deixa,os,de_fato,
1083,brancos,conseguiram,,,
1084,deixa,,",",assim,","
1085,conseguiram,deixa,julgamentos,,
1086,julgamentos,cooptar,,,
1087,cooptar,conseguiram,os,de,
1088,julgamentos,cooptar,valor,,
1089,de,julgamentos,,,
1090,deixa,,,,
1091,disse,,,,
1092,,,Montoro,deixa,.
1093,deixa,disse,,,
1094,pagar,deixa,US$,,
1095,US$,sobre,,,
1096,sobre,pagar,esses,bilhões,
1097,bilhões,US$,,,
1098,US$,sobre,15,,
1099,governo,deixa,,,
1100,deixa,disse,o,,
1101,disse,,que,governo,de
1102,deixa,disse,,,
1103,deixa,disse,sobre,US$,
1104,pagar,deixa,bilhão,$/,de
1105,bilhão,US$,,,
1106,US$,pagar,"1,5",,
1107,US$,pagar,ano,,
1108,$/,US$,,,
1109,US$,pagar,juros,,
1110,de,US$,anuais,,
1111,juros,de,,,
1112,US$,pagar,,,
1113,US$,pagar,,,
1114,US$,pagar,bilhão,$/,em
1115,bilhão,US$,,,
1116,US$,US$,"1,5",,
1117,US$,US$,ano,,
1118,$/,US$,,,
1119,US$,US$,amortizações,,
1120,em,US$,de,,
1121,amortizações,em,dívidas,,
1122,de,amortizações,,,
1123,US$,pagar,,,
1124,US$,US$,,,
1125,US$,pagar,mais,bilhões,$/
1126,bilhões,US$,,,
1127,US$,US$,2,,
1128,US$,US$,ano,,
1129,$/,US$,,,
1130,US$,US$,aportes,,
1131,em,US$,de,,
1132,aportes,em,capitais,,
1133,de,aportes,a,,
1134,capitais,de,empresas,,
1135,empresas,a,,,
1136,a,capitais,as,,
1137,disse,,,,
1138,produz,,,,
1139,,,Argentina,petróleo,
1140,petróleo,produz,,,
1141,produz,,mais,,
1142,produção,aumentou,,,
1143,aumentou,,A,de,em
1144,produção,aumentou,petróleo,,
1145,de,produção,,,
1146,produção,aumentou,Argentina,,
1147,Argentina,em,,,
1148,em,produção,a,,
1149,,,produção,%,entre
1150,%,aumentou,,,
1151,aumentou,,30,,
1152,aumentou,,1991,,
1153,entre,aumentou,e,1993,
1154,1991,entre,,,
1155,1991,entre,,,
1156,aumentou,,,,
1157,salto,é,,,
1158,é,,O,em,
1159,salto,é,produção,,
1160,produção,em,,,
1161,em,salto,a,,
1162,,,salto,atribuído,.
1163,é,,a,,
1164,atribuído,é,sucesso,,
1165,sucesso,a,,,
1166,a,atribuído,o,de,
1167,sucesso,a,privatização,,
1168,privatização,de,,,
1169,de,sucesso,a,de,
1170,privatização,de,indústria,,
1171,indústria,de,,,
1172,de,privatização,a,petrolífera,
1173,indústria,de,,,
1174,é,,,,
1175,pulou,,1991,,
1176,De,pulou,a,,
1177,1991,De,1993,,
1178,a,1991,,,
1179,pulou,,,,
1180,produção,pulou,,,
1181,pulou,,a,de,
1182,produção,pulou,petróleo,,
1183,de,produção,local,,
1184,petróleo,de,,,
1185,,,De,",",produção
1186,pulou,,milhões,para,
1187,milhões,de,,,
1188,de,pulou,20,,
1189,de,pulou,milhões,,
1190,milhões,para,,,
1191,para,de,"34,60",de,
1192,milhões,para,metros,,
1193,de,milhões,cúbicos,,
1194,metros,de,,,
1195,pulou,,,,
1196,dica,,,,
1197,,,Última,:,espere
1198,dica,,,,
1199,espere,dica,,,
1200,dica,,não,subir,
1201,espere,dica,a,para,
1202,subir,espere,cesto,,
1203,cesto,a,,,
1204,a,subir,o,de,
1205,cesto,a,balão,,
1206,balão,de,,,
1207,de,cesto,o,,
1208,subir,espere,iniciar,,
1209,para,subir,fotos,,
1210,fotos,iniciar,,,
1211,iniciar,para,suas,,
1212,dica,,,,
1213,compara,,,,
1214,,,PT,gestão,com
1215,compara,,Erundina,,
1216,gestão,compara,,,
1217,compara,,a,,
1218,com,compara,de,,
1219,a,com,Maluf,,
1220,de,a,,,
1221,prefeita,participa,,,
1222,prefeita,participa,,,
1223,participa,,A,ex-,Luiza_Erundina
1224,prefeita,participa,,,
1225,,,prefeita,hoje,de
1226,participa,,,,
1227,participa,,divulgação,,
1228,divulgação,de,,,
1229,de,participa,a,de,
1230,divulgação,de,balanço,,
1231,balanço,de,,,
1232,de,divulgação,um,comparativo,entre
1233,balanço,de,,,
1234,balanço,de,administração,,
1235,administração,entre,,,
1236,entre,balanço,sua,89,a
1237,administração,entre,,,
1238,administração,entre,92,,
1239,a,administração,,,
1240,administração,entre,,,
1241,ano,administração,,,
1242,ano,administração,,,
1243,administração,entre,o,primeiro,de
1244,ano,administração,gestão,,
1245,gestão,de,,,
1246,de,ano,a,Paulo_Maluf,a
1247,gestão,de,,,
1248,gestão,de,frente,,
1249,frente,a,,,
1250,a,gestão,a,de,
1251,frente,a,Prefeitura,,
1252,Prefeitura,de,,,
1253,de,frente,a,de,
1254,Prefeitura,de,São_Paulo,,
1255,de,Prefeitura,,,
1256,participa,,,,
1257,balanço,aponta,,,
1258,aponta,,O,,
1259,,,balanço,para,.
1260,aponta,,queda,,
1261,queda,para,,,
1262,para,aponta,uma,em,
1263,queda,para,investimentos,,
1264,investimentos,em,,,
1265,em,queda,os,em,e
1266,investimentos,em,áreas,,
1267,áreas,em,,,
1268,em,investimentos,as,de,
1269,áreas,em,saúde,,
1270,de,áreas,",",educação,e
1271,saúde,de,,,
1272,saúde,de,,,
1273,saúde,de,,,
1274,saúde,de,,,
1275,investimentos,em,,,
1276,investimentos,em,em,,
1277,redução,investimentos,salários,,
1278,salários,em,,,
1279,em,redução,os,de,
1280,salários,em,prefeitura,,
1281,prefeitura,de,,,
1282,de,salários,a,,
1283,aponta,,,,
1284,pesquisa,revelou,,,
1285,revelou,,Uma,de,
1286,pesquisa,revelou,Associação_Nacional_de_Agências_de_Viagens,,
1287,Associação_Nacional_de_Agências_de_Viagens,de,,,
1288,de,pesquisa,a,(,Abav
1289,Associação_Nacional_de_Agências_de_Viagens,de,,,
1290,Associação_Nacional_de_Agências_de_Viagens,de,,,
1291,Associação_Nacional_de_Agências_de_Viagens,de,,,
1292,,,pesquisa,foi,.
1293,foi,revelou,,,
1294,setor,foi,,,
1295,foi,revelou,o,,
1296,revelou,,que,setor,incrementado
1297,foi,revelou,%,em,desde
1298,%,incrementado,,,
1299,incrementado,foi,29,,
1300,incrementado,foi,média,,
1301,em,incrementado,,,
1302,incrementado,foi,implantação,,
1303,implantação,desde,,,
1304,desde,incrementado,a,de,
1305,implantação,desde,Plano_Real,,
1306,Plano_Real,de,,,
1307,de,implantação,o,,
1308,revelou,,,,
1309,agências,movimentaram,,,
1310,movimentaram,,As,,
1311,,,agências,US$,em
1312,US$,movimentaram,,,
1313,movimentaram,,cerca_de,bilhões,
1314,bilhões,US$,,,
1315,US$,movimentaram,"2,5",,
1316,movimentaram,,90,,
1317,em,movimentaram,,,
1318,movimentaram,,,,
1319,apreciadas,são,Eindhoven,,
1320,Eindhoven,Em,,,
1321,Eindhoven,Em,,,
1322,Em,apreciadas,a,sonolenta,","
1323,Eindhoven,Em,,,
1324,Eindhoven,Em,de,,
1325,cidade,Eindhoven,Brabante,,
1326,Brabante,de,,,
1327,de,cidade,o,(,região
1328,Brabante,de,,,
1329,Brabante,de,de,,
1330,região,Brabante,sul,,
1331,sul,de,,,
1332,de,região,o,de,
1333,sul,de,Holanda,,
1334,Holanda,de,,,
1335,de,sul,a,,
1336,Brabante,de,,,
1337,Eindhoven,Em,,,
1338,são,,e,pontualidade,
1339,seriedade,são,,,
1340,seriedade,são,,,
1341,,,seriedade,apreciadas,.
1342,são,,Em,,
1343,são,,,,
1344,Gostamos,,,,
1345,,,«,de,.
1346,Gostamos,,gente,,
1347,de,Gostamos,cala,como,
1348,cala,gente,,,
1349,gente,de,que,boca,e
1350,boca,cala,,,
1351,cala,gente,a,,
1352,cala,gente,,,
1353,cala,gente,trabalho,",",
1354,trabalho,faz,,,
1355,faz,cala,seu,,
1356,faz,cala,,,
1357,gente,de,Ronaldo,,
1358,como,gente,,,
1359,Gostamos,,,,
1360,tricolor,vai,,,
1361,vai,,O,,
1362,vai,,,,
1363,vai,,decepções,,
1364,decepções,após,,,
1365,após,vai,tantas,em,
1366,decepções,após,temporada,,
1367,temporada,em,,,
1368,em,decepções,a,,
1369,vai,,,,
1370,,,tricolor,",",após
1371,vai,,finais,,
1372,finais,a,,,
1373,a,vai,as,de,
1374,finais,a,Conmebol,,
1375,Conmebol,de,,,
1376,de,finais,a,",",caça-níqueis
1377,Conmebol,de,,,
1378,Conmebol,de,inexpressivo,,
1379,inexpressivo,caça-níqueis,,,
1380,caça-níqueis,Conmebol,tão,inscreveu,
1381,inscreveu,inexpressivo,,,
1382,São_Paulo,inscreveu,,,
1383,São_Paulo,inscreveu,,,
1384,inscreveu,inexpressivo,o,próprio,
1385,inexpressivo,caça-níqueis,que,São_Paulo,jogadores
1386,jogadores,inscreveu,,,
1387,inscreveu,inexpressivo,apenas,jovens,","
1388,jogadores,inscreveu,,,
1389,jogadores,inscreveu,,,
1390,denominaram,jogadores,,,
1391,denominaram,jogadores,,,
1392,jogadores,inscreveu,que,se,Leões
1393,denominaram,jogadores,,,
1394,denominaram,jogadores,,,
1395,denominaram,jogadores,Expressinho,,
1396,Expressinho,ao_invés_de,,,
1397,Expressinho,ao_invés_de,,,
1398,ao_invés_de,denominaram,o,tradicional,
1399,vai,,,,
1400,conseguiu,,ou,exatamente,
1401,Apesar_disso,conseguiu,,,
1402,Apesar_disso,conseguiu,por_causa_de,,
1403,exatamente,Apesar_disso,isso,,
1404,por_causa_de,exatamente,,,
1405,conseguiu,,,,
1406,,,Apesar_disso,",",classificação
1407,classificação,conseguiu,,,
1408,conseguiu,,a,,
1409,conseguiu,,Corinthians,,
1410,Corinthians,diante_de,,,
1411,diante_de,conseguiu,o,",",ficou
1412,Corinthians,diante_de,,,
1413,ficou,Corinthians,,,
1414,Corinthians,diante_de,que,em,
1415,ficou,Corinthians,meio,,
1416,meio,em,,,
1417,em,ficou,o,de,
1418,meio,em,caminho,,
1419,caminho,de,,,
1420,de,meio,o,:,escalou
1421,caminho,de,,,
1422,escalou,caminho,,,
1423,caminho,de,nem,força,","
1424,força,escalou,,,
1425,escalou,caminho,sua,máxima,
1426,força,escalou,,,
1427,escalou,caminho,,,
1428,escalou,caminho,,,
1429,escalou,caminho,por,,
1430,optou,escalou,time,,
1431,time,por,,,
1432,por,optou,um,de,com
1433,time,por,juniores,,
1434,de,time,,,
1435,time,por,reservas,,
1436,reservas,com,,,
1437,com,time,alguns,de,
1438,reservas,com,reforço,,
1439,de,reservas,,,
1440,conseguiu,,,,
1441,mudou,,vez,,
1442,vez,Por,,,
1443,vez,Por,,,
1444,Por,mudou,a,segunda,começou
1445,quando,coordenar,,,
1446,coordenar,começou,desde,,
1447,vez,Por,a,coordenar,
1448,começou,vez,,,
1449,começou,vez,quando,ações,em
1450,ações,coordenar,,,
1451,coordenar,começou,as,,
1452,coordenar,começou,Rio,,
1453,Rio,em,,,
1454,em,coordenar,o,,
1455,mudou,,,,
1456,mudou,,semanas,,
1457,semanas,há,,,
1458,há,mudou,duas,,
1459,mudou,,,,
1460,Exército,mudou,,,
1461,mudou,,o,,
1462,,,Por,",",há
1463,nome,mudou,,,
1464,mudou,,o,de,
1465,nome,mudou,operações,,
1466,operações,de,,,
1467,de,nome,as,,
1468,mudou,,,,
1469,conseguiu,,,,
1470,conseguiu,,,,
1471,tricolor,conseguiu,,,
1472,conseguiu,,o,,
1473,,,Assim,",",tricolor
1474,conseguiu,,conjunto,,
1475,conjunto,impor,,,
1476,conjunto,impor,,,
1477,impor,conseguiu,seu,melhor,
1478,conseguiu,,,,
1479,,,confrontar,:,.
1480,Vamos,,titulares,privilegiam,
1481,titulares,confrontar,,,
1482,confrontar,Vamos,os,perderam,
1483,perderam,titulares,,,
1484,perderam,titulares,,,
1485,titulares,confrontar,que,tudo,com
1486,perderam,titulares,meninos,,
1487,meninos,com,,,
1488,com,perderam,esses,são,
1489,são,meninos,,,
1490,meninos,com,que,esperança,em
1491,esperança,são,,,
1492,esperança,são,,,
1493,são,meninos,a,derradeira,de
1494,esperança,são,título,,
1495,título,de,,,
1496,de,esperança,um,,
1497,são,meninos,ano,,
1498,ano,em,,,
1499,em,são,este,,
1500,Vamos,,,,
1501,privilegiam,confrontar,,,
1502,titulares,privilegiam,,,
1503,privilegiam,confrontar,os,de,
1504,titulares,privilegiam,Telê,,
1505,de,titulares,,,
1506,confrontar,Vamos,enquanto,titulares,meio-campo
1507,meio-campo,privilegiam,,,
1508,privilegiam,confrontar,o,,
1509,privilegiam,confrontar,,,
1510,privilegiam,confrontar,volantes,,
1511,volantes,com,",",quatro,","
1512,três,volantes,,,
1513,três,volantes,,,
1514,três,volantes,,,
1515,cinco,três,,,
1516,três,volantes,às_vezes,,
1517,com,privilegiam,três,congestionando,
1518,volantes,com,setor,",",
1519,setor,congestionando,,,
1520,congestionando,volantes,o,,
1521,congestionando,volantes,,,
1522,confere,privilegiam,,,
1523,confere,privilegiam,,,
1524,confere,privilegiam,prática,,
1525,prática,em,,,
1526,em,confere,a,,
1527,confere,privilegiam,,,
1528,confere,privilegiam,,,
1529,privilegiam,confrontar,o_que,",",em
1530,poder,confere,,,
1531,confere,privilegiam,nem,ofensivo,a
1532,poder,confere,,,
1533,poder,confere,time,,
1534,time,a,,,
1535,a,poder,o,,
1536,poder,confere,,,
1537,poder,confere,,,
1538,poder,confere,infalível,a,
1539,proteção,poder,,,
1540,proteção,poder,defesa,,
1541,defesa,a,,,
1542,a,proteção,a,,
1543,privilegiam,confrontar,,,
1544,garotos,privilegiam,,,
1545,privilegiam,confrontar,os,,
1546,privilegiam,confrontar,,,
1547,privilegiam,confrontar,Mona,,
1548,com,privilegiam,",",volante,
1549,Mona,com,,,
1550,volante,Mona,,,
1551,volante,Mona,,,
1552,Mona,com,o,único,típico
1553,volante,Mona,,,
1554,Vamos,,,,
1555,resto,é,,,
1556,é,,O,,
1557,,,resto,composto,.
1558,é,,de,,
1559,composto,é,meias-armadores,,
1560,de,composto,e,atacantes,
1561,meias-armadores,de,,,
1562,meias-armadores,de,,,
1563,é,,,,
1564,diga-,,respeito,,
1565,Em,diga-,a,,
1566,respeito,Em,história,,
1567,história,a,,,
1568,a,respeito,a,,
1569,diga-,,,,
1570,,,Em,",",se
1571,diga-,,,,
1572,decorreu,diga-,,,
1573,mal,decorreu,,,
1574,decorreu,diga-,o,fez,
1575,fez,mal,,,
1576,UDN,fez,,,
1577,fez,mal,a,,
1578,mal,decorreu,que,UDN,a
1579,fez,mal,país,,
1580,país,a,,,
1581,a,fez,o,,
1582,decorreu,diga-,,,
1583,diga-,,que,mal,não
1584,decorreu,diga-,moralismo,",",mas
1585,moralismo,de,,,
1586,de,decorreu,seu,,
1587,de,decorreu,,,
1588,de,decorreu,,,
1589,de,decorreu,amoralidade,,
1590,amoralidade,de,,,
1591,de,de,sua,,
1592,diga-,,,,
1593,mal,residia,,,
1594,residia,,O,,
1595,,,mal,",",enfim
1596,residia,,,,
1597,residia,,,,
1598,residia,,,,
1599,residia,,fato,,
1600,fato,em,,,
1601,em,residia,o,de,
1602,fato,em,traduzia,,
1603,traduzia,de,,,
1604,política,traduzia,,,
1605,traduzia,de,a,real,de
1606,política,traduzia,,,
1607,política,traduzia,UDN,,
1608,UDN,de,,,
1609,de,política,a,,
1610,traduzia,de,,,
1611,de,fato,que,política,se
1612,traduzia,de,o,,
1613,em,traduzia,conspirava,",",sem
1614,conspirava,o,,,
1615,o,em,que,entre,
1616,conspirava,o,paredes,,
1617,paredes,entre,,,
1618,entre,conspirava,quatro,,
1619,o,em,,,
1620,o,em,antena,e,sem
1621,antena,sem,,,
1622,sem,o,uma,parabólica,pusesse
1623,antena,sem,,,
1624,pusesse,antena,,,
1625,pusesse,antena,,,
1626,antena,sem,que,lhe,termo
1627,pusesse,antena,,,
1628,sem,o,,,
1629,sem,o,imprensa,,
1630,imprensa,sem,,,
1631,sem,sem,uma,independente,revelasse
1632,imprensa,sem,,,
1633,revelasse,imprensa,,,
1634,imprensa,sem,que,",",livre
1635,revelasse,imprensa,,,
1636,revelasse,imprensa,de,,
1637,livre,revelasse,paixões,,
1638,de,livre,partidárias,,
1639,paixões,de,,,
1640,revelasse,imprensa,,,
1641,vocação,revelasse,,,
1642,revelasse,imprensa,sua,para,
1643,vocação,revelasse,renunciar,,
1644,para,vocação,a,a,
1645,renunciar,para,Estado,,
1646,Estado,a,,,
1647,a,renunciar,o,de,
1648,Estado,a,Direito,,
1649,de,Estado,,,
1650,renunciar,para,toque,,
1651,toque,a,,,
1652,a,renunciar,o,de,
1653,toque,a,corneta,,
1654,corneta,de,,,
1655,corneta,de,,,
1656,de,toque,a,primeira,
1657,residia,,,,
1658,imprensa,quer,,,
1659,quer,,A,independente,
1660,imprensa,quer,,,
1661,quer,,,,
1662,,,imprensa,não,cassar
1663,quer,,de,direito,
1664,cassar,quer,Itamar_Franco,,
1665,de,cassar,,,
1666,direito,cassar,,,
1667,cassar,quer,o,de,
1668,direito,cassar,fazer,,
1669,de,direito,sucessor,,
1670,sucessor,fazer,,,
1671,fazer,de,seu,,
1672,quer,,,,
1673,pede,,,,
1674,pede,,,,
1675,pede,,,,
1676,,,Também,não,lhe
1677,cometa,pede,,,
1678,pede,,que,pecado,
1679,pecado,cometa,,,
1680,pecado,cometa,,,
1681,cometa,pede,o,maior,de
1682,pecado,cometa,governante,,
1683,governante,de,,,
1684,de,pecado,um,,
1685,pecado,cometa,,,
1686,é,pecado,,,
1687,pecado,cometa,que,governar,
1688,governar,é,,,
1689,é,pecado,não,e,servir
1690,governar,é,,,
1691,servir,governar,,,
1692,governar,é,não,a,
1693,servir,governar,público,,
1694,público,a,,,
1695,a,servir,o,,
1696,pede,,,,
1697,negociada,sendo,isso,,
1698,Além_de,negociada,,,
1699,continua,,,,
1700,co-produção,continua,,,
1701,continua,,a,com,para
1702,co-produção,continua,canal,,
1703,canal,com,,,
1704,com,co-produção,o,francês,TCF1
1705,canal,com,,,
1706,canal,com,,,
1707,co-produção,continua,realização,,
1708,realização,para,,,
1709,para,co-produção,a,de,
1710,realização,para,episódios,,
1711,episódios,de,,,
1712,episódios,de,,,
1713,de,realização,mais,30,
1714,,,",",co-produção,sendo
1715,continua,,negociada,,
1716,sendo,continua,Além_de,,
1717,continua,,,,
1718,referem,,,,
1719,referem,,,,
1720,oficiais,referem,,,
1721,referem,,os,envolvidos,
1722,oficiais,referem,,,
1723,referem,,,,
1724,,,Agora,",",oficiais
1725,referem,,,,
1726,referem,,comando,como,
1727,comando,a,,,
1728,a,referem,o,de,
1729,comando,a,ações,,
1730,ações,de,,,
1731,de,comando,as,,
1732,a,referem,Centro_de_Coordenação_de_Operações_de_Combate_ao_Crime_Organizado,,
1733,como,a,(,Ccocco,)
1734,Centro_de_Coordenação_de_Operações_de_Combate_ao_Crime_Organizado,como,,,
1735,Centro_de_Coordenação_de_Operações_de_Combate_ao_Crime_Organizado,como,,,
1736,Centro_de_Coordenação_de_Operações_de_Combate_ao_Crime_Organizado,como,,,
1737,referem,,,,
1738,socióloga,falou,,,
1739,falou,,A,e,cientista
1740,socióloga,falou,,,
1741,socióloga,falou,,,
1742,socióloga,falou,,,
1743,,,socióloga,sobre,em
1744,falou,,tema,,
1745,tema,sobre,,,
1746,sobre,falou,o,,
1747,falou,,conferência,,
1748,conferência,em,,,
1749,conferência,em,,,
1750,em,falou,a,última,de
1751,conferência,em,encontro,,
1752,encontro,de,,,
1753,de,conferência,o,de,
1754,encontro,de,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,,
1755,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,de,,,
1756,de,encontro,a,(,Anpocs
1757,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,de,,,
1758,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,de,,,
1759,Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais,de,,,
1760,falou,,,,
1761,havia,,noite,,
1762,noite,Em,,,
1763,Em,havia,a,de,
1764,noite,Em,ontem,,
1765,de,noite,,,
1766,havia,,,,
1767,,,Em,",",pessoas
1768,pessoas,havia,,,
1769,pessoas,havia,,,
1770,havia,,cerca_de,3.000,retidas
1771,pessoas,havia,em,,
1772,retidas,pessoas,aeroporto,,
1773,aeroporto,em,,,
1774,em,retidas,o,de,
1775,aeroporto,em,Ezeiza,,
1776,de,aeroporto,",",principal,
1777,Ezeiza,de,,,
1778,principal,Ezeiza,,,
1779,Ezeiza,de,o,de,
1780,principal,Ezeiza,Buenos_Aires,,
1781,de,principal,,,
1782,havia,,,,
1783,vôos,foram,,,
1784,foram,,Os,de,entre
1785,vôos,foram,tarde,,
1786,tarde,de,,,
1787,de,vôos,a,de,
1788,tarde,de,ontem,,
1789,de,tarde,,,
1790,vôos,foram,Buenos_Aires,,
1791,entre,vôos,e,São_Paulo,ou
1792,Buenos_Aires,entre,,,
1793,Buenos_Aires,entre,,,
1794,Buenos_Aires,entre,,,
1795,Buenos_Aires,entre,,,
1796,,,vôos,retidos,.
1797,foram,,em,,
1798,retidos,foram,Ezeiza,,
1799,em,retidos,,,
1800,foram,,,,
1801,Sei,,,,
1802,,,«,de,.
1803,Sei,,isso,,
1804,de,Sei,,,
1805,Sei,,,,
1806,Procure,,,,
1807,,,«,saber,.
1808,Procure,,entrega,,
1809,entrega,saber,,,
1810,entrega,saber,,,
1811,entrega,saber,,,
1812,saber,Procure,se,você,se
1813,entrega,saber,,,
1814,entrega,saber,,,
1815,foge,entrega,,,
1816,foge,entrega,,,
1817,entrega,saber,se,você,de
1818,foge,entrega,emoções,,
1819,emoções,de,,,
1820,de,foge,suas,,
1821,Procure,,,,
1822,medir,pode,,,
1823,pode,,,,
1824,,,se,medir,.
1825,pode,,Não,sentimento,mede
1826,sentimento,medir,,,
1827,medir,pode,um,,
1828,mede,medir,,,
1829,mede,medir,,,
1830,medir,pode,como,se,estrada
1831,estrada,mede,,,
1832,mede,medir,uma,,
1833,pode,,,,
1834,tentar,enxergando,,,
1835,tentar,enxergando,,,
1836,enxergando,estará,Se,você,medi-
1837,tentar,enxergando,lo,,
1838,medi-,tentar,,,
1839,estará,,,,
1840,,,",",enxergando,","
1841,estará,,tentar,reflexo,como
1842,reflexo,enxergando,,,
1843,reflexo,enxergando,,,
1844,enxergando,estará,apenas,seu,
1845,estará,,,,
1846,enxergando,estará,o,,
1847,como,enxergando,de,,
1848,o,como,lua,,
1849,lua,de,,,
1850,de,o,a,em,
1851,lua,de,lago,,
1852,lago,em,,,
1853,em,lua,um,,
1854,estará,,,,
1855,percorrendo,estará,,,
1856,estará,,percorrendo,,
1857,estará,estará,não,caminho,
1858,caminho,percorrendo,,,
1859,percorrendo,estará,seu,,
1860,estará,,,,
1861,estará,,,,
1862,escocês,atribuiu,,,
1863,atribuiu,,O,,
1864,,,escocês,desempenho,a
1865,desempenho,atribuiu,,,
1866,desempenho,atribuiu,,,
1867,atribuiu,,o,seu,ruim
1868,desempenho,atribuiu,,,
1869,atribuiu,,fato,,
1870,fato,a,,,
1871,a,atribuiu,o,de,
1872,fato,a,desconhecer,,
1873,de,fato,carro,sob,
